sid,fid,old_total_energies,new_total_energies,old_ads_energies,new_ads_energies,old_forces_max,new_forces_mean,forces_mae,total_energy_conv_errors,ref_energy_conv_errors,old_slab_energies,new_slab_energies,cat_class,bulk_symbols,ads_symbols,abs_ads_energy_conv_errors
random1262255,221,-487.87776933,-487.79114973,2.479732169999977,2.600750839999989,0.26495122,0.0091630835016046,0.0139510445833333,0.0866196000000059,0.12101867000001176,-445.37527241,-445.49455472,0,Zr6Sn2,*NO2NO2,0.12101867000001176
random1915891,105,-462.53749379,-462.52382241,1.032581950000008,1.161682785000039,0.19922384,0.0213429246756201,0.0086945943181818,0.013671380000005229,0.1291008350000311,-436.72243035,-436.76877233,0,V6Sn2,*NONH,0.1291008350000311
random2268220,178,-266.97159546,-266.74695099,1.4993987299999958,1.6241906649999578,0.2277423,0.0054644799079465,0.0119808797222222,0.224644469999987,0.124791934999962,-241.6233488,-241.45440879,0,VGaNi6,*NONH,0.124791934999962
random1184313,591,-194.03396313,-193.81239779,2.043232950000004,2.225598359999992,0.13022585,0.0109603998598698,0.0125825978431372,0.22156533999998373,0.18236540999998763,-151.09496699,-151.1406503,1,Ge2Sr2,*NO2NO2,0.18236540999998763
random1000179,225,-403.96411379,-403.98277405,1.6826346600000193,1.7848472100000097,0.08930269,0.0019239108095753,0.0152641825490196,-0.018660259999990103,0.10221254999999041,-361.08564783,-361.11284871,2,Na2Bi2S4,*OHNNCH3,0.10221254999999041
random1181078,107,-77.82665984,-77.77679727,1.0531316599999911,1.1775998950000002,0.18409008,0.022735922601105,0.0216956972916666,0.04986257000000194,0.12446823500000903,-52.03214611,-52.0376643,0,Na3Au,*NONH,0.12446823500000903
random973369,160,-706.39155389,-706.54627687,-0.2117235399998662,0.0468017800000097,0.16580988,0.0031488496061656,0.0223742004320987,-0.15472298000008777,0.25852531999987594,-647.38254242,-647.69280269,2,Mo8P5,*ONN(CH3)2,0.25852531999987594
random1020013,66,-225.85281336,-225.75530358,2.4867036999999925,2.6316089500000146,0.18140514,0.0034168976389194,0.0068088338020833,0.09750977999999577,0.14490525000002208,-204.96913959,-204.96271594,1,Cs8Sb8,*N*NO,0.14490525000002208
random1300205,85,-365.29211858,-365.33887734,2.859794009999973,2.969473450000009,1.16831812,0.0565032101618499,0.0076086584722222,-0.0467587599999888,0.10967944000003627,-337.82699928,-337.89908165,0,HfZnPd2,*ONNH2,0.10967944000003627
random1724994,160,-52.57155449,-52.57461238,0.9583928300000012,1.0879120049999995,0.23388394,0.00823060313024,0.0116362275925925,-0.0030578900000008957,0.12951917499999832,-26.68230193,-26.74579152,0,Rb2Hg4,*NONH,0.12951917499999832
random541256,154,-241.70353451,-241.64928392,-1.2831944799999917,-1.159055909999978,0.32160143,0.0461815385637519,0.0264864997101449,0.054250590000009424,0.12413857000001371,-181.6230521,-181.58995205,2,P4Ni2,*ONN(CH3)2,0.12413857000001371
random48103,86,-153.82867127,-153.8160506,3.2517397800000083,3.3695926949999944,0.09334476,0.0060993793389973,0.0131692412962962,0.012620669999989786,0.11785291499998607,-130.23276566,-130.26891043,1,Sb2,*NONH,0.11785291499998607
random78440,4,-165.64465496,-165.64328606,5.073108320000017,5.186712149999977,3.6774821,0.2118236042270275,0.0595746792592592,0.001368899999988571,0.11360382999995977,-111.92047535,-111.92972225,1,InSn2Te3,*ONN(CH3)2,0.11360382999995977
random564768,169,-461.43987759,-461.43562181,-4.603275699999983,-4.489226619999954,0.46425969,0.0107941918755606,0.0072821641481481,0.004255779999994047,0.11404908000002933,-433.46622442,-433.5221986,0,Ga6Hf10,*N*NO,0.11404908000002933
random940450,159,-147.69671663,-147.77733793,1.7061489950000066,1.8438218450000363,0.03898591,0.0054175135856087,0.0057430867857142,-0.08062129999999001,0.1376728500000297,-141.31965216,-141.48791969,3,Pd2Cl4,*N,0.1376728500000297
random2258739,67,-673.5053826,-673.4820522,-1.7114079299999505,-1.5586746599999517,0.2176723,0.0068059677909172,0.011740771031746,0.023330399999963447,0.1527332699999988,-612.99668674,-613.02310158,1,Ti8Te12,*ONN(CH3)2,0.1527332699999988
random677981,45,-95.05400303,-95.06658416,4.007691214999994,4.529953669999998,0.3054272,0.0447524558925952,0.0094606545098039,-0.01258113000000094,0.5222624550000035,-80.29726232,-80.81304505,2,Ag4S2,*ONH,0.5222624550000035
random546713,13,-499.3195302,-499.43569685,6.814375360000042,6.92222627000001,4.10845725,0.094840784800067,0.0082536469841269,-0.11616665000002513,0.10785090999996783,-475.80899225,-475.94865398,1,Ge6Nb10,*ONNH2,0.10785090999996783
random983033,184,-390.21471619,-390.28975344,-3.0405913899999746,-2.935172730000033,0.95543931,0.0330462007378466,0.0188642058333333,-0.07503725000003669,0.1054186599999416,-356.84921149,-356.94531157,0,Nb3Au,*ONNH2,0.1054186599999416
random1573387,4,-380.24319723,-380.13566239,7.855152384999997,7.958113745000048,1.39866776,0.0429332919134323,0.0059384493333333,0.107534840000028,0.10296136000005163,-358.40328453,-358.48738679,0,Ga4Os2,*NO3,0.10296136000005163
random717847,87,-206.01887046,-205.98480669,-0.2959857499999998,-0.1826864299999897,0.17652302,0.0185835801763781,0.0089950315277777,0.034063769999988835,0.11329932000001011,-177.00109539,-177.13846957,3,Cl16Ti4,*CHCHO,0.11329932000001011
random2129738,269,-191.57597792,-191.62730838,-0.4471225900000206,0.3733472700000106,0.17489367,0.005044415357119,0.004766234375,-0.05133045999997421,0.8204698600000312,-162.40706601,-163.33700496,3,Ag2Cl2,*CCHOH,0.8204698600000312
random815828,153,-309.87496157,-310.31642371,-14.393597909999984,8.38928411500001,0.41178824,0.0070135072459793,0.0077489741666666,-0.4414621399999987,22.782882024999992,-263.28230642,-286.54952086,2,H16Si4,*CCH2OH,22.782882024999992
random1257603,162,-452.94783099,-452.99291071,-4.115937710000026,-4.015145359999963,2.10369233,0.0207302289377041,0.0106585304263565,-0.04507971999998972,0.10079235000006292,-404.27079266,-404.3229928,2,Al4Zn4S10,*OHNNCH3,0.10079235000006292
random2211899,614,-265.52772872,-265.07327847,-0.3130225900000596,-0.1864901000000145,0.0618983,0.0325134388921705,0.0169432971296296,0.45445025000003625,0.1265324900000451,-220.23247704,-219.98944252,0,ScCu2,*NO2NO2,0.1265324900000451
random1890194,223,-376.34879646,-376.32558639,0.6953240699999697,0.815646294999965,0.07525725,0.001212829321865,0.0074074854166666,0.023210070000004634,0.12032222499999534,-350.19647514,-350.22449982,0,Al5CuW2,*NONH,0.12032222499999534
random953072,212,-415.14159202,-414.88965158,3.141175329999953,3.3362591599999973,0.08631998,0.0063542544084409,0.0117977199074074,0.2519404399999985,0.19508383000004414,-373.30053826,-373.32856489,0,VFeRu2,*NO2NO2,0.19508383000004414
random1947719,15,-265.19631975,-265.20532706,1.571895550000022,1.676456495000025,0.76223353,0.0102896058251049,0.0069390781547619,-0.009007310000015423,0.1045609450000029,-247.12452045,-247.12276711,0,Sr2Sn4Au4,*N*NH,0.1045609450000029
random1269543,60,-648.11812603,-648.18827335,-3.847186209999904,-3.744048420000128,0.1003701,0.0040983438540366,0.00541953,-0.07014732000004642,0.10313778999977607,-599.7098392,-599.78945238,2,Hf24P12,*OHNNCH3,0.10313778999977607
random2363088,40,-110.30615152,-110.33154121,3.51469105999999,3.617142865000005,0.21480142,0.0338819333814288,0.0118889014814814,-0.025389689999997245,0.10245180500001494,-86.97319719,-87.03195121,1,As6Sr6,*NONH,0.10245180500001494
random1712866,20,-220.96809959,-221.00612373,3.735955729999972,3.854179179999989,0.63387915,0.0729145766292605,0.0052626019444444,-0.038024140000004536,0.11822345000001677,-201.33367785,-201.43610632,0,PtRh,*N*NO,0.11822345000001677
random746341,162,-158.59720923,-158.63026735,-2.687519739999999,-2.586465429999976,0.09934172,0.0218943181628121,0.0111292903333333,-0.03305811999999264,0.10105431000002296,-132.53931202,-132.61960533,0,YCd,*N*NO,0.10105431000002296
random1230757,123,-962.28135851,-962.31263849,1.1522078200000578,1.2709619849999854,0.06135086,0.0021412448056994,0.0085470267028985,-0.03127998000002208,0.11875416499992753,-936.58592094,-936.66686761,1,V10Si6,*NONH,0.11875416499992753
random782538,191,-359.93369279,-359.94343854,-2.9676688300000365,-2.835229409999954,0.24499041,0.0029295758765446,0.0126637109039548,-0.009745749999979125,0.13243942000008246,-312.40492334,-312.45343658,1,Ca4Ge2Pd4,*OHNNCH3,0.13243942000008246
random1260025,730,-266.03114656,-266.76665911,-0.1189599699999917,-0.8874860299999909,0.13358303,0.0187697151542051,0.0130970661111111,-0.7355125499999531,-0.7685260599999992,-229.98644673,-230.05780597,3,Cl6Y2,*COHCOH,0.7685260599999992
random865426,48,-656.48993117,-656.57999255,-0.636136679999936,-0.5324916900000289,0.25626597,0.0158270685322124,0.0189140604166666,-0.09006138000006558,0.10364498999990701,-611.29269387,-611.39272831,0,Tc6Os2,*OHNNCH3,0.10364498999990701
random1023658,138,-602.01090109,-602.06301254,-3.541947419999929,-3.436708170000088,0.11683468,0.0154696719616101,0.0112771426388888,-0.05211145000009765,0.10523924999984091,-553.90785305,-553.97153182,1,TaTc2Ge,*OHNNCH3,0.10523924999984091
random1787450,110,-435.74332556,-435.50807155,-7.164375630000052,-7.015133370000001,0.17711263,0.0058094358264279,0.0077739431818181,0.23525401000000556,0.14924226000005092,-383.59672084,-383.59559233,0,Ti6Au2,*NO2NO2,0.14924226000005092
random1334484,289,-707.80107724,-708.31322682,-0.9236517399999684,-0.7972201999999697,0.05958621,0.0055844988591468,0.0214169951388888,-0.5121495799999138,0.12643153999999868,-662.31632488,-662.86123407,2,N5Nb4,*OHNNCH3,0.12643153999999868
random675467,153,-51.99933496,-51.97905595,-2.343296289999998,-2.219453130000005,0.09183454,0.0554918750770101,0.1515943275,0.02027900999999588,0.12384315999999274,-5.09493805,-5.10483027,0,Cs4,*OHNNCH3,0.12384315999999274
random2250153,35,-274.64771868,-274.68768673,2.458401909999964,2.563983324999981,0.82169147,0.0124302580080224,0.0201190394949495,-0.03996804999997039,0.10558141500001694,-250.2584752,-250.33493719,1,As8Rh4,*NONH,0.10558141500001694
random1215672,347,-259.77607032,-259.89709135,2.846979850000025,2.960647975000029,0.0367066,0.001218414678709,0.0108217645175438,-0.12102103000000852,0.11366812500000378,-235.77540478,-235.94100646,2,Ag8Se4,*NONH,0.11366812500000378
random1960514,15,-428.38912883,-428.33769966,-2.797203360000026,-2.540184609999983,0.92077675,0.0184166021038826,0.0138334557291666,0.0514291700000058,0.25701875000004293,-382.71164977,-382.99107539,0,Zr2Cr4,*COHCH2OH,0.25701875000004293
random888080,21,-555.31198992,-555.20778083,1.4201345800000809,1.5301951749999034,0.37582397,0.009884981634856,0.0085813309722222,0.10420908999992662,0.11006059499982257,-529.88447911,-529.82124314,0,Hf2CuOs,*NONH,0.11006059499982257
random2158849,387,-336.4165826,-336.37533113,-1.6565122800000154,-1.5255657499999984,0.115001,0.0047489105006716,0.0074338597747747,0.04125147000002016,0.130946530000017,-275.96278239,-275.94948942,0,K2Bi4,*ONN(CH3)2,0.130946530000017
random2243263,65,-470.26888957,-470.23064528,-3.617903689999935,-3.489111139999977,0.34547576,0.0066271931947709,0.011453238287037,0.03824429000002283,0.12879254999995826,-407.85369795,-407.84125818,0,V4Zn5,*ONN(CH3)2,0.12879254999995826
random840871,7,-373.42068855,-373.38043777,7.6442489199999955,7.751741135000032,2.89738026,0.0529511339331798,0.0093534022463768,0.040250780000008035,0.10749221500003614,-354.21729208,-354.21544604,2,Co4P4Se4,*NONH,0.10749221500003614
random1976002,74,-307.47480751,-307.46049174,2.760479319999945,2.877645904999952,0.14890011,0.0102489444398896,0.0352802677777777,0.014315769999996064,0.1171665850000072,-283.38764144,-283.42140478,2,Se2Zr,*NONH,0.1171665850000072
random2353334,77,-49.69895044,-49.5105901,-1.7175155450000048,-1.605247405,0.0,0.0,0.0,0.18836033999999557,0.11226814000000473,-18.28636981,-18.29895335,0,Sr4,*NO3,0.11226814000000473
random2358644,109,-866.44420503,-866.53050739,-5.880192849999958,-5.774586805000013,0.01593207,0.0013392655817534,0.0048397996031746,-0.08630235999999059,0.10560604499994497,-833.71636679,-833.83918772,0,Al8Hf12,*NONH,0.10560604499994497
random1585639,137,-996.49780066,-996.39214019,6.548344309999948,6.712689380000029,0.18593727,0.001580678263286,0.0073201362393162,0.10566047000008894,0.16434507000008125,-958.06391588,-958.20748372,2,N2Mn3,*NO2NO2,0.16434507000008125
random1309221,156,-859.75005607,-859.95458927,-2.307172889999947,-2.1903795900000205,0.01895004,0.0018679489944711,0.0040329909459459,-0.2045332000000144,0.1167932999999266,-798.64559525,-798.86393372,1,Ru16Si12,*ONN(CH3)2,0.1167932999999266
random1603760,1,-675.71632339,-675.55943063,0.0058826900000212,0.1090576800000917,3.4882279,0.0345485019081202,0.006521781469534,0.15689276000000518,0.1031749900000705,-632.84193038,-632.86204865,2,C4N16Ca16,*CHOCH2OH,0.1031749900000705
random1220285,241,-83.52300639,-83.25225427,3.6157386799999927,3.7886837300000025,0.16571944,0.0093464524406243,0.0188197743589743,0.2707521200000116,0.17294505000000981,-42.15651598,-42.14359215,0,Ca2Zn4,*NO2NO2,0.17294505000000981
random926915,146,-792.58427329,-793.42803972,-3.764497399999982,-3.660157570000024,0.30241331,0.0091485985173636,0.003308855390625,-0.8437664299999597,0.10433982999995806,-744.25867527,-745.1131096,2,H10Sc4,*OHNNCH3,0.10433982999995806
random1286598,111,-457.2212751,-457.33282541,-6.402951599999994,-6.234579540000027,0.29248952,0.0457405128882239,0.0200536114814814,-0.11155030999998417,0.1683720599999674,-392.02103557,-392.19796991,0,Re,*ONN(CH3)2,0.1683720599999674
random1285270,67,-84.44474867,-84.30537329,-1.2371064499999989,-1.1327672300000131,0.13488427,0.0110996521572398,0.0134880972916666,0.13937537999998995,0.10433921999998574,-40.32736652,-40.3661664,0,K2CdAu,*OCH2CHOH,0.10433921999998574
random874070,362,-232.74006728,-232.70452548,1.4265685599999929,1.5494651150000038,0.09834949,0.0027361922358993,0.0125911030434782,0.03554180000000429,0.12289655500001095,-207.31899045,-207.33725773,2,P8K8,*NONH,0.12289655500001095
random1186797,65,-423.98311314,-424.01320045,2.7369140999999786,2.846617084999991,0.32857672,0.0029940901169195,0.0073060079607843,-0.03008730999999898,0.10970298500001263,-407.07633239,-407.10080109,2,S10K4Sn4,*N*NH,0.10970298500001263
random2017872,112,-163.8131827,-163.77523605,1.7938965499999997,1.949854460000012,0.15720319,0.0089242317842946,0.0174114080555555,0.037946650000009186,0.15595791000001236,-135.28216594,-135.31582137,2,SK2,*ONNH2,0.15595791000001236
random815087,145,-539.57303316,-539.69945043,-0.1065308500000128,-0.0015275349999228,0.1218998,0.0034269218793655,0.0078328127083333,-0.12641726999993352,0.10500331500009001,-519.82280746,-519.93890645,0,Ti2Rh2,*N*NH,0.10500331500009001
random1337817,306,-589.28077785,-589.73375464,0.7568100299999969,0.962096499999916,0.07308203,0.0046698914627513,0.0115112057619047,-0.4529767899999797,0.20528646999991906,-545.47648726,-546.04107859,2,Zn6W2N8,*OHNNCH3,0.20528646999991906
random1717271,16,-275.96970724,-275.9416186,4.311046470000008,4.45728736999996,1.19903234,0.0434824086073534,0.0054890408943089,0.02808863999996447,0.1462408999999516,-235.71965309,-235.74413342,2,Se2TlBi,*OHNNCH3,0.1462408999999516
random1214382,413,-409.58416875,-409.53387853,-4.157647010000005,-3.9134884099999567,0.25839202,0.0083911142102748,0.012308663037037,0.050290220000022146,0.2441586000000484,-362.54624604,-362.81395046,2,CaTi2S4,*CHOCH2OH,0.2441586000000484
random1286857,28,-965.65419543,-966.96215669,-4.997200069999963,-5.305019525000034,0.76688422,0.0234166586116776,0.0224973408730158,-1.30796126000007,-0.3078194550000717,-928.70735282,-929.67359407,2,Re2N4,*CH2CH3,0.3078194550000717
random414837,102,-157.83197076,-157.85664893,-0.1054895799999826,0.0039477099999771,0.16078351,0.0081577534265806,0.0286616448888888,-0.024678170000015598,0.10943728999995969,-98.92919325,-98.96032068,1,As2Te3,*ONN(CH3)2,0.10943728999995969
random2130251,133,-248.38872004,-248.36958871,0.639162419999991,0.7572839649999992,0.06710022,0.0051646926329561,0.0106004363768115,0.019131330000021762,0.11812154500000815,-222.18023707,-222.21013981,1,Ca10As6,*NONH,0.11812154500000815
random1720738,89,-120.84534088,-120.8917573,0.9297162399999904,1.037275829999999,0.80234993,0.0164990419544354,0.0032467158333333,-0.0464164199999999,0.10755959000000848,-98.65409435,-98.67748041,0,K4Na8,*NHNH,0.10755959000000848
random2021953,11,-145.85821991,-145.71071851,2.674915905000006,2.7840192150000007,0.54772904,0.0450214403704723,0.0050422462666666,0.1475014000000101,0.10910330999999474,-126.04202127,-126.0460648,0,Y2Al2Zn2,*NO2,0.10910330999999474
random1179468,49,-243.52452362,-243.36759189,-2.2033103349999976,-2.101350955000015,0.2229905,0.0121648648366761,0.0037122101851851,0.1569317299999966,0.1019593799999825,-211.6261482,-211.65985159,1,Si2Ca,*NO3,0.1019593799999825
random1594754,90,-293.66698339,-293.56258973,-1.341344719999995,-1.1937010999999984,0.36430217,0.0014727316569463,0.0042948284259259,0.10439365999997108,0.14764361999999664,-263.60384935,-263.70523794,0,Na8Sn12Au4,CH2*CO,0.14764361999999664
random1439297,177,-76.01714264,-75.97576513,3.072345630000001,3.1737657949999942,0.1340362,0.018002002944985,0.0766746183333333,0.04137751000000378,0.10142016499999329,-52.24184288,-52.23279806,0,Bi2,*NONH,0.10142016499999329
random1452784,105,-212.59217473,-212.60928224,-1.234057650000011,-1.1275339900000176,0.47171533,0.0335812493942501,0.0212878779761904,-0.017107509999988224,0.10652365999999347,-166.79701646,-166.8269757,1,Si2Zn2As4,*OHNNCH3,0.10652365999999347
random783447,34,-352.29685119,-352.20266306,2.5491534400000546,2.7475705899999525,0.93181368,0.0114889742835418,0.0062784063178294,0.09418812999996362,0.1984171499998979,-318.92026477,-319.12886654,1,In4Te10,*CHO*CHO,0.1984171499998979
random1463491,67,-114.63337952,-114.65124571,1.115568759999988,1.565680130000004,0.48926278,0.009682349623376,0.0124120566666666,-0.017866189999992343,0.4501113700000161,-94.30881043,-94.81370601,2,Ag6S3,*CHOH,0.4501113700000161
random1793300,47,-392.73693543,-392.81465325,-1.380207710000036,-1.2666437899999892,0.49947968,0.0292140238628642,0.0144562657777777,-0.07771781999997529,0.11356392000004689,-361.03181441,-361.13874032,0,Zr6CoSn2,*ONNH2,0.11356392000004689
random999932,359,-686.63480696,-686.75877161,1.2628965200000266,1.364383269999962,0.05450109,0.0062795179480317,0.006865298,-0.12396465000006174,0.10148674999993545,-643.33660286,-643.46838233,2,SnPb4S5,*OHNNCH3,0.10148674999993545
random1443820,20,-68.30018643,-68.38219155,0.4232560300000045,0.5276400350000046,0.13516683,0.0070350450930403,0.0024301591111111,-0.08200512000000515,0.10438400500000006,-49.07974761,-49.15081514,0,CaCd,*N*NH,0.10438400500000006
random484826,228,-415.56772539,-415.452554,2.2223419399999784,2.3319106399999896,0.07614627,0.008239554119914,0.0094480017901234,0.11517139000000043,0.10956870000001118,-394.41968986,-394.36026805,0,Co12Sn8,*N*NO,0.10956870000001118
random1929245,26,-361.93219002,-361.76177685,4.254287069999975,4.409370720000027,1.61005832,0.0654271527933189,0.0176355042857142,0.17041317000001754,0.15508365000005142,-321.204248,-321.27380172,0,Zr6Sn2,*NO2NO2,0.15508365000005142
random2178931,179,-620.48600561,-620.63091314,-1.6104132899999968,-1.509640969999964,0.06679532,0.0066216657809555,0.0107748795061728,-0.14490752999995493,0.10077232000003278,-575.99531662,-576.31483251,2,NMn,*OCH2CHOH,0.10077232000003278
random430248,133,-88.93444934,-88.8948743,0.8146715799999953,0.9313846200000172,0.10622235,0.0142636607576152,0.0093880818518518,0.03957504000000256,0.11671304000002192,-66.37874345,-66.40206233,0,Na3Ag,*N*NO,0.11671304000002192
random1530595,282,-496.87521736,-496.65880723,-1.406193890000054,-1.2999461399999743,0.05229465,0.0031883300652948,0.0218190983333333,0.2164101300000425,0.10624775000007958,-450.90792285,-450.70408854,0,Nb4Ni8,*OHNNCH3,0.10624775000007958
random914033,110,-66.99441854,-66.92888648,2.670072419999997,2.790748249999993,0.50098147,0.0508171090601985,0.0238823305555555,0.06553205999999534,0.12067582999999615,-46.29411349,-46.29543814,2,SRb2,*N*NO,0.12067582999999615
random2323291,6,-359.23952947,-359.21225556,2.891539210000019,2.994255175000035,3.26284849,0.0228171832979615,0.0156978127777777,0.027273909999962598,0.10271596500001579,-335.28342329,-335.28977787,1,TiMn2Ge,*NONH,0.10271596500001579
random2120369,7,-505.89460208,-505.98367194,-0.7961047100000087,-0.0167134300000384,1.46353161,0.0491989651634935,0.0051044640384615,-0.08906985999999506,0.7793912799999703,-497.89454683,-498.80924209,2,Nb6Ge2S12,*O,0.7793912799999703
random1906294,228,-516.41324304,-516.21242531,-4.022260299999971,-3.903264749999949,0.07837628,0.0063835305686939,0.0109372498076923,0.20081773000003977,0.11899555000002193,-467.82988212,-467.65438801,0,Hf14Ni20,*OHNNCH3,0.11899555000002193
random1028588,169,-359.93030385,-359.92117542,2.677528069999994,2.792479270000001,0.05309094,0.0050859424868885,0.0058675519444444,0.009128429999975651,0.11495120000000725,-339.23745445,-339.2894581,1,Ge16Sr8,*N*NO,0.11495120000000725
random471173,65,-271.79667967,-271.65056799,10.190542059999984,10.300830280000014,0.6015281,0.0350004455543766,0.0153421297916666,0.14611167999998997,0.11028822000002947,-237.00499264,-237.05405242,2,P4Pd2,*NO2NO2,0.11028822000002947
random1301749,54,-312.72610669,-312.56196206,3.255743799999948,3.3682668749999607,0.20011764,0.0102364337119635,0.0061394654487179,0.16414463000000978,0.1125230750000128,-289.1342051,-289.01349607,0,Ni2Ga3,*NONH,0.1125230750000128
random554235,144,-105.35374098,-105.35061656,-2.038858499999975,-1.8775525500000043,0.26309661,0.0114543197775143,0.0170266985555555,0.003124419999991801,0.16130594999997072,-44.51759455,-44.57278805,0,CaHg,*ONN(CH3)2,0.16130594999997072
random1607973,197,-187.19069564,-187.09698116,-1.4340236500000003,-1.332850790000009,0.06354531,0.0069778953347594,0.0097940091428571,0.0937144799999885,0.10117285999999126,-157.03488267,-157.10047968,2,In12Se14,*CHCHO,0.10117285999999126
random1418494,254,-471.14709491,-470.84764191,3.116962349999937,3.270245730000056,0.0700556,0.0031589977095031,0.0053521298611111,0.29945300000002817,0.15328338000011899,-429.28182817,-429.22054179,0,Zr10Cu2Bi6,*NO2NO2,0.15328338000011899
random1509934,206,-447.52727697,-447.49017661,-2.8613364000000274,-2.7478009399999905,0.06968698,0.0024661642003011,0.0144267698611111,0.037100360000010824,0.11353546000003689,-400.10483995,-400.08760312,0,VRu,*OHNNCH3,0.11353546000003689
random2299536,66,-270.17930379,-270.16511091,2.911489230000029,3.013853909999966,0.14789728,0.0052205719061142,0.0155914827083333,0.014192879999995967,0.10236467999993737,-249.72041555,-249.75476823,2,P2CaZn2,*N*NO,0.10236467999993737
random1157142,293,-797.46351118,-798.15669191,-2.62456009999994,-2.517904804999944,0.15300798,0.0033804312823207,0.0041018955246913,-0.6931807299999946,0.10665529499999593,-767.99130569,-768.72205424,2,Ti4H5,*NONH,0.10665529499999593
random475274,135,-311.83743817,-311.97820921,-2.266334914999959,1.93359074,0.59959201,0.0165888234532087,0.0103511647222222,-0.14077104000000418,4.199925654999959,-298.01062187,-302.28602359,1,Te8Rh4,*NH,4.199925654999959
random580202,293,-391.00822995,-391.01219006,-0.7984509699999762,-0.6714276100000234,0.93871191,0.0585983173127546,0.0050579336111111,-0.0039601100000368206,0.12702335999995285,-374.04335205,-374.07428228,0,Sc2TcAg,*N2,0.12702335999995285
random2037514,20,-1136.92342012,-1136.30220654,-3.299583809999831,-3.1930485699999736,5.44112924,0.0865652971958657,0.0060573292460317,0.6212135799999032,0.10653523999985737,-1090.99297531,-1090.47536218,2,CW,*OHCH2CH3,0.10653523999985737
random1563622,95,-97.74797289,-97.52284399,3.29775343,3.439009139999996,0.25107841,0.030766250271452,0.0359224943749999,0.2251289000000014,0.14125570999999582,-56.06349723,-56.06450728,1,K3Sb,*NO2NO2,0.14125570999999582
random1249759,247,-868.02031584,-869.85737844,7.447099805000107,7.611802614999988,0.11013423,0.008087728513376,0.0087374521180555,-1.8370626000000811,0.16470280999988063,-860.18025164,-862.17822455,2,N5P3,*NO,0.16470280999988063
random1087174,78,-729.81702323,-729.96797706,-7.629024109999932,-7.463603999999918,0.32380701,0.0085642324096242,0.0088166172916666,-0.1509538299999349,0.16542011000001366,-663.39071119,-663.6040971,0,Ta3Ru,*ONN(CH3)2,0.16542011000001366
random495123,464,-537.20495473,-536.98372955,-7.383681100000103,-7.215278040000044,0.58478172,0.0063475466314381,0.0041852285416666,0.2212251800000331,0.16840306000005878,-484.83904454,-484.87110566,0,Hf3Pb,*NO2NO2,0.16840306000005878
random1373050,144,-173.16735934,-173.13499426,-1.767171339999976,-1.5995215499999915,0.15496738,0.0128756017906931,0.0207015966666666,0.03236507999997684,0.16764978999998448,-112.60290007,-112.63519675,1,Sb4,*ONN(CH3)2,0.16764978999998448
random1670432,206,-525.40321549,-525.44359766,0.6323655200000076,0.7328501549999373,0.07662167,0.0046485571682504,0.0151733803571428,-0.040382170000043516,0.10048463499992977,-499.18793562,-499.25971495,2,Sc4S6,*NONH,0.10048463499992977
random1675789,280,-543.80957413,-543.75604548,-7.891364909999993,-7.730696780000017,0.07022663,0.0040376830420002,0.0074259227083333,0.05352864999997564,0.16066812999997637,-477.12092129,-477.12507274,0,AgHf2,*ONN(CH3)2,0.16066812999997637
random1577094,55,-137.23960536,-137.23423745,2.882949139999994,3.583000510000005,0.66042773,0.0301033164350522,0.0133446892592592,0.005367910000018128,0.7000513700000113,-116.75217703,-117.39304137,1,Rb4Te4,*N*NO,0.7000513700000113
random2246042,74,-331.43500637,-331.1684485,5.457923230000006,5.577164770000024,2.01733026,0.0408701601727971,0.0051785610628019,0.26655786999998554,0.11924154000001863,-313.52255213,-313.32141668,2,Cu3S2,*N*NO,0.11924154000001863
random2189533,248,-115.25476774,-115.23113959,2.234335449999989,2.3359538149999963,0.26935498,0.0069925250081253,0.0113569336458333,0.02362815000000751,0.10161836500000732,-90.6414578,-90.65036054,0,Na4Au2,*NONH,0.10161836500000732
random1820630,19,-113.8546197,-113.95526809,0.5334653200000048,1.2973749099999878,1.093719,0.0147480843645149,0.0100383517708333,-0.10064839000000347,0.763909589999983,-92.87024624,-93.74670873,1,Cd8Sb8,*CCH2,0.763909589999983
random1569944,133,-180.91396689,-180.8776607,-4.700075159999983,-4.553897449999994,0.18748984,0.0200928135434541,0.0185255772222222,0.03630619000000479,0.14617770999998925,-117.4166038,-117.42348729,0,Al4,*ONN(CH3)2,0.14617770999998925
random1829759,136,-344.70159811,-344.47400029,3.571846379999954,3.737719789999972,0.10233822,0.0111447851070606,0.0156221082407407,0.22759782000002815,0.16587341000001787,-303.2912154,-303.31437423,1,Y3Co2Ge4,*NO2NO2,0.16587341000001787
random1481822,54,-733.09115953,-733.22596044,-0.5466153500000246,-0.4290476900000612,1.06442549,0.0029782382541592,0.0063793788295165,-0.1348009099999672,0.11756765999996338,-687.98344356,-688.1421402,1,Ca4Si12,*OHNNCH3,0.11756765999996338
random1227975,40,-210.08665077,-209.86837516,6.063524959999995,6.211189499999989,2.11376645,0.0586477458439843,0.0277435327272727,0.21827561000000628,0.14766453999999385,-171.16794664,-171.18221881,0,AlTi,*NO2NO2,0.14766453999999385
random423165,48,-311.15515436,-311.14156651,-5.829668119999951,-5.715692200000035,0.38546093,0.0043856039581717,0.0082526334259259,0.013587849999964874,0.11397591999991619,-246.52819831,-246.52559835,0,AlPd,*ONN(CH3)2,0.11397591999991619
